employee_id,department,role_type,region,manager,hire_date,tenure_years,age,salary,salary_growth_pct,attrition_risk_score,attrition_risk_label,absence_risk_score,absence_risk_label,is_active,performance_score
1432,Customer Services,Office Specialist,West,Manager I,2021-11-04,4.5,48,58499.0,3.41,0.184,Low,0.22,Medium,True,3
1433,Customer Services,Project Lead,West,Manager C,2016-08-22,9.7,37,63816.0,3.74,0.161,Low,0.292,Medium,True,3
1434,Customer Services,Field Technician,Noord,Manager E,2016-01-14,10.3,59,45268.0,5.85,0.086,Low,0.403,High,True,5
1435,Customer Services,Office Specialist,Noord,Manager H,2024-01-01,2.3,52,62531.0,2.44,0.083,Low,0.11,Low,True,2
1436,Customer Services,Manager,Oost,Manager F,2017-08-03,8.8,47,61698.0,-3.1,0.286,Low,0.259,Medium,True,3
1437,Customer Services,Office Specialist,West,Manager B,2021-08-14,4.7,58,57973.0,6.2,0.241,Low,0.231,Medium,True,4
1438,Customer Services,Engineer,Zuid,Manager L,2024-07-24,1.8,35,83056.0,2.53,0.219,Low,0.179,Low,True,2
1439,Customer Services,Engineer,Centraal,Manager E,2022-11-19,3.5,34,66386.0,0.18,0.301,Medium,0.15,Low,True,4
1440,Customer Services,Analyst,Noord,Manager G,2013-03-18,13.1,33,47704.0,0.97,0.3,Low,0.13,Low,True,3
1441,Customer Services,Field Technician,Oost,Manager L,2023-03-03,3.2,36,50504.0,1.3,0.158,Low,0.173,Low,True,3
1442,Customer Services,Analyst,Centraal,Manager H,2019-03-21,7.1,49,54939.0,1.69,0.096,Low,0.179,Low,True,3
1443,Customer Services,Field Technician,West,Manager E,2019-03-11,7.2,35,55478.0,2.6,0.073,Low,0.075,Low,True,4
1444,Customer Services,Office Specialist,Noord,Manager C,2023-10-25,2.5,44,56175.0,1.2,0.029,Low,0.319,Medium,True,3
1445,Customer Services,Analyst,Zuid,Manager A,2022-10-10,3.6,25,57863.0,7.29,0.292,Low,0.157,Low,True,5
1446,Customer Services,Analyst,Zuid,Manager B,2015-06-10,10.9,27,51513.0,1.81,0.396,Medium,0.478,High,True,4
1447,Customer Services,Field Technician,Centraal,Manager A,2015-03-09,11.2,53,38985.0,4.58,0.198,Low,0.301,Medium,True,5
1448,Customer Services,Project Lead,Oost,Manager F,2016-01-22,10.3,46,67122.0,0.58,0.296,Low,0.494,High,True,3
1449,Customer Services,Project Lead,West,Manager F,2015-04-29,11.0,36,70705.0,1.98,0.211,Low,0.166,Low,True,4
1450,Customer Services,Field Technician,West,Manager I,2018-05-13,8.0,27,57311.0,7.78,0.092,Low,0.02,Low,True,5
1451,Customer Services,Field Technician,West,Manager L,2022-01-28,4.3,57,41188.0,-0.26,0.324,Medium,0.471,High,True,2
1452,Customer Services,Analyst,Zuid,Manager G,2026-01-15,0.3,50,55685.0,3.57,0.326,Medium,0.46,High,True,2
1453,Customer Services,Office Specialist,West,Manager L,2018-09-04,7.7,38,79506.0,7.35,0.176,Low,0.123,Low,True,3
1454,Customer Services,Manager,Zuid,Manager I,2015-01-15,11.3,53,57790.0,4.8,0.183,Low,0.248,Medium,True,3
1455,Customer Services,Field Technician,Oost,Manager L,2025-01-10,1.3,38,55052.0,4.62,0.38,Medium,0.41,High,True,4
1456,Customer Services,Engineer,Centraal,Manager I,2018-10-03,7.6,50,61108.0,3.18,0.057,Low,0.346,Medium,True,4
1457,Customer Services,Manager,Zuid,Manager D,2017-05-29,8.9,39,52454.0,1.69,0.187,Low,0.098,Low,True,4
1458,Customer Services,Engineer,West,Manager E,2023-01-23,3.3,52,73524.0,3.17,0.158,Low,0.151,Low,True,3
1459,Customer Services,Engineer,West,Manager B,2022-06-30,3.9,55,67036.0,2.97,0.16,Low,0.27,Medium,True,3
1460,Customer Services,Engineer,Noord,Manager D,2022-02-25,4.2,51,45798.0,3.14,0.049,Low,0.309,Medium,True,4
1461,Customer Services,Office Specialist,Centraal,Manager C,2023-09-18,2.6,33,71932.0,3.49,0.04,Low,0.29,Medium,True,4
1462,Customer Services,Field Technician,Noord,Manager D,2021-11-23,4.5,33,57047.0,2.28,0.197,Low,0.203,Medium,True,5
1463,Customer Services,Manager,West,Manager L,2015-07-10,10.8,32,41022.0,3.18,0.099,Low,0.174,Low,True,3
1464,Customer Services,Engineer,Centraal,Manager B,2018-01-02,8.3,52,49664.0,1.88,0.127,Low,0.195,Low,True,4
1465,Customer Services,Project Lead,Zuid,Manager K,2016-11-16,9.5,32,65844.0,2.75,0.103,Low,0.633,High,False,3
1466,Customer Services,Engineer,Oost,Manager J,2019-04-01,7.1,30,56436.0,1.33,0.01,Low,0.147,Low,True,3
1467,Customer Services,Field Technician,Centraal,Manager I,2015-04-15,11.1,50,55192.0,4.26,0.091,Low,0.566,High,True,4
1468,Customer Services,Field Technician,West,Manager A,2014-11-29,11.4,46,58911.0,6.24,0.137,Low,0.224,Medium,True,5
1469,Customer Services,Project Lead,Noord,Manager K,2023-01-30,3.3,43,38268.0,3.51,0.07,Low,0.076,Low,True,4
1470,Customer Services,Manager,West,Manager L,2013-03-03,13.2,51,64446.0,2.58,0.132,Low,0.535,High,True,2
1471,Customer Services,Engineer,Oost,Manager I,2019-07-02,6.8,27,69757.0,3.34,0.239,Low,0.313,Medium,True,4
1472,Customer Services,Manager,West,Manager J,2018-02-10,8.2,27,90228.0,0.85,0.468,Medium,0.442,High,True,3
1473,Customer Services,Analyst,Noord,Manager J,2014-01-10,12.3,45,75004.0,7.47,0.049,Low,0.484,High,True,3
1474,Customer Services,Office Specialist,Oost,Manager G,2013-03-02,13.2,49,58718.0,4.32,0.098,Low,0.038,Low,True,2
1475,Customer Services,Analyst,West,Manager G,2023-02-13,3.2,55,36198.0,5.27,0.079,Low,0.18,Low,True,3
1476,Customer Services,Analyst,Oost,Manager B,2015-07-10,10.8,35,58164.0,5.44,0.289,Low,0.317,Medium,True,3
1477,Customer Services,Engineer,Oost,Manager L,2020-10-07,5.6,50,64400.0,1.45,0.126,Low,0.319,Medium,True,3
1478,Customer Services,Field Technician,Noord,Manager D,2025-10-23,0.5,23,68094.0,2.42,0.631,High,0.326,Medium,True,4
1479,Customer Services,Analyst,Noord,Manager C,2024-05-01,2.0,40,51248.0,0.98,0.385,Medium,0.657,High,True,5
1480,Customer Services,Analyst,West,Manager I,2012-09-13,13.7,41,41343.0,2.45,0.03,Low,0.168,Low,True,5
1481,Customer Services,Manager,Noord,Manager K,2019-06-02,6.9,36,69366.0,3.1,0.039,Low,0.183,Low,True,2
1482,Customer Services,Analyst,Oost,Manager D,2013-04-17,13.1,58,65942.0,1.66,0.155,Low,0.271,Medium,True,4
1483,Customer Services,Field Technician,West,Manager L,2023-01-03,3.3,60,60134.0,2.45,0.01,Low,0.282,Medium,True,4
1484,Customer Services,Field Technician,Centraal,Manager A,2019-08-17,6.7,31,45051.0,-0.21,0.29,Low,0.101,Low,True,4
1485,Customer Services,Engineer,Oost,Manager E,2021-09-03,4.7,30,68915.0,-0.68,0.255,Low,0.324,Medium,True,5
1486,Customer Services,Office Specialist,Zuid,Manager J,2016-08-18,9.7,30,61435.0,4.11,0.078,Low,0.395,Medium,True,3
1487,Customer Services,Engineer,Zuid,Manager E,2016-10-14,9.6,26,75214.0,2.2,0.138,Low,0.509,High,True,3
1488,Customer Services,Analyst,West,Manager J,2023-09-12,2.6,52,39032.0,-1.36,0.162,Low,0.128,Low,True,5
1489,Customer Services,Analyst,Noord,Manager B,2023-02-03,3.3,28,57766.0,-0.79,0.445,Medium,0.148,Low,True,3
1490,Customer Services,Project Lead,Oost,Manager L,2019-03-05,7.2,29,52792.0,-0.64,0.425,Medium,0.063,Low,True,4
1491,Engineering,Office Specialist,Oost,Manager B,2022-07-23,3.8,55,52262.0,0.99,0.197,Low,0.079,Low,True,3
1492,Engineering,Project Lead,Centraal,Manager L,2014-04-06,12.1,38,49057.0,5.43,0.01,Low,0.085,Low,True,5
1493,Engineering,Manager,Zuid,Manager I,2021-03-28,5.1,48,52337.0,3.64,0.01,Low,0.091,Low,True,3
1494,Engineering,Analyst,Oost,Manager L,2018-03-26,8.1,40,54058.0,1.71,0.01,Low,0.422,High,True,4
1495,Engineering,Engineer,Oost,Manager A,2017-12-29,8.4,45,57993.0,2.25,0.01,Low,0.018,Low,True,3
1496,Engineering,Project Lead,Noord,Manager G,2020-01-04,6.3,54,52391.0,5.06,0.149,Low,0.461,High,True,2
1497,Engineering,Project Lead,Noord,Manager B,2017-07-05,8.8,43,48731.0,4.47,0.01,Low,0.385,Medium,True,4
1498,Engineering,Project Lead,West,Manager B,2016-10-27,9.5,36,70942.0,0.93,0.116,Low,0.026,Low,True,3
1499,Engineering,Manager,West,Manager E,2020-04-07,6.1,50,62990.0,5.0,0.01,Low,0.396,Medium,True,4
1500,Engineering,Office Specialist,Zuid,Manager I,2026-01-24,0.3,49,64003.0,1.3,0.187,Low,0.385,Medium,True,4
1501,Engineering,Engineer,West,Manager B,2022-04-28,4.0,41,72322.0,1.58,0.169,Low,0.139,Low,True,5
1502,Engineering,Analyst,Centraal,Manager I,2023-01-20,3.3,56,54237.0,0.1,0.198,Low,0.318,Medium,True,5
1503,Engineering,Project Lead,Centraal,Manager H,2022-03-15,4.1,36,51835.0,7.04,0.018,Low,0.043,Low,True,3
1504,Engineering,Manager,Noord,Manager A,2016-10-16,9.6,49,62730.0,1.83,0.01,Low,0.32,Medium,True,4
1505,Engineering,Manager,Noord,Manager D,2026-01-26,0.3,43,30000.0,1.89,0.23,Low,0.113,Low,True,4
1506,Engineering,Manager,Oost,Manager I,2012-11-07,13.5,27,56361.0,3.92,0.139,Low,0.16,Low,True,3
1507,Engineering,Analyst,Centraal,Manager H,2017-07-15,8.8,33,57647.0,4.32,0.141,Low,0.366,Medium,True,3
1508,Engineering,Project Lead,Oost,Manager K,2018-02-05,8.3,39,51155.0,-0.56,0.226,Low,0.33,Medium,True,4
1509,Engineering,Field Technician,West,Manager C,2015-04-05,11.1,53,49359.0,2.41,0.01,Low,0.154,Low,True,3
1510,Engineering,Engineer,Centraal,Manager H,2013-08-09,12.7,55,30000.0,2.96,0.03,Low,0.109,Low,True,5
1511,Engineering,Field Technician,West,Manager L,2017-01-14,9.3,39,48441.0,3.01,0.01,Low,0.232,Medium,True,3
1512,Engineering,Field Technician,Oost,Manager F,2017-06-12,8.9,27,69159.0,7.14,0.157,Low,0.398,Medium,True,4
1513,Engineering,Analyst,Zuid,Manager D,2015-02-09,11.2,47,46156.0,2.51,0.039,Low,0.126,Low,True,2
1514,Engineering,Project Lead,Centraal,Manager K,2012-09-16,13.6,32,55319.0,2.47,0.04,Low,0.222,Medium,True,4
1515,Engineering,Manager,Noord,Manager C,2016-01-03,10.3,31,68558.0,-1.04,0.244,Low,0.101,Low,True,1
1516,Engineering,Office Specialist,Noord,Manager H,2024-05-21,2.0,45,65281.0,3.8,0.099,Low,0.036,Low,True,5
1517,Engineering,Project Lead,Noord,Manager F,2012-11-20,13.5,42,62604.0,-0.25,0.17,Low,0.071,Low,True,3
1518,Engineering,Analyst,West,Manager A,2024-05-07,2.0,26,57513.0,1.88,0.256,Low,0.367,Medium,False,3
1519,Engineering,Analyst,Oost,Manager B,2018-04-28,8.0,22,62472.0,2.91,0.01,Low,0.212,Medium,True,2
1520,Engineering,Field Technician,Oost,Manager E,2013-09-12,12.7,24,52948.0,6.66,0.102,Low,0.356,Medium,True,4
1521,Engineering,Analyst,Zuid,Manager K,2023-02-13,3.2,45,52769.0,-0.12,0.427,Medium,0.245,Medium,True,4
1522,Engineering,Office Specialist,West,Manager K,2014-03-28,12.1,56,30000.0,3.55,0.01,Low,0.134,Low,True,4
1523,Engineering,Manager,Centraal,Manager J,2014-07-26,11.8,48,32584.0,2.43,0.01,Low,0.305,Medium,True,3
1524,Engineering,Office Specialist,Noord,Manager H,2024-04-09,2.1,22,41324.0,6.21,0.09,Low,0.012,Low,True,2
1525,Engineering,Engineer,Noord,Manager C,2020-07-24,5.8,45,72303.0,-1.87,0.255,Low,0.283,Medium,False,3
1526,Engineering,Project Lead,West,Manager E,2013-11-01,12.5,28,69363.0,2.78,0.103,Low,0.221,Medium,True,4
1527,Engineering,Field Technician,Noord,Manager G,2023-06-17,2.9,57,40867.0,10.2,0.01,Low,0.027,Low,True,3
1528,Engineering,Manager,Oost,Manager L,2024-04-05,2.1,31,70710.0,0.98,0.368,Medium,0.321,Medium,True,4
1529,Engineering,Office Specialist,Zuid,Manager L,2023-03-27,3.1,39,47808.0,1.93,0.01,Low,0.391,Medium,True,5
1530,Engineering,Manager,Centraal,Manager E,2020-01-05,6.3,24,56922.0,3.94,0.149,Low,0.334,Medium,True,5
1531,Engineering,Engineer,Noord,Manager F,2021-03-21,5.1,24,38309.0,2.04,0.157,Low,0.32,Medium,True,4
1532,Engineering,Project Lead,Noord,Manager D,2022-02-26,4.2,54,36757.0,3.08,0.087,Low,0.147,Low,True,3
1533,Engineering,Analyst,Zuid,Manager L,2023-05-21,3.0,34,45581.0,6.55,0.01,Low,0.262,Medium,True,5
1534,Engineering,Office Specialist,Noord,Manager D,2022-01-11,4.3,25,39147.0,3.33,0.015,Low,0.329,Medium,True,3
1535,Engineering,Manager,Oost,Manager L,2017-01-04,9.3,47,69172.0,3.81,0.064,Low,0.253,Medium,True,4
1536,Engineering,Office Specialist,Centraal,Manager C,2022-09-05,3.7,54,70259.0,4.46,0.01,Low,0.18,Low,True,3
1537,Engineering,Office Specialist,Zuid,Manager D,2023-02-06,3.2,58,40160.0,2.15,0.056,Low,0.166,Low,True,4
1538,Engineering,Office Specialist,Zuid,Manager E,2019-02-22,7.2,54,62231.0,-0.1,0.22,Low,0.329,Medium,True,2
1539,Engineering,Project Lead,West,Manager K,2014-06-07,11.9,43,72686.0,4.74,0.01,Low,0.414,High,True,4
1540,Engineering,Field Technician,Noord,Manager L,2017-12-02,8.4,29,71636.0,4.2,0.059,Low,0.324,Medium,True,5
1541,Engineering,Office Specialist,Oost,Manager E,2016-06-21,9.9,29,66265.0,0.55,0.345,Medium,0.167,Low,True,4
1542,Engineering,Manager,Centraal,Manager L,2019-04-19,7.1,46,61693.0,2.8,0.098,Low,0.403,High,True,3
1543,Engineering,Engineer,West,Manager A,2021-10-04,4.6,30,65861.0,2.73,0.081,Low,0.176,Low,True,3
1544,Engineering,Manager,Noord,Manager I,2014-01-07,12.3,43,56641.0,3.3,0.157,Low,0.314,Medium,True,4
1545,Engineering,Analyst,Noord,Manager K,2021-05-14,5.0,38,53858.0,2.85,0.037,Low,0.441,High,True,4
1546,Engineering,Analyst,Zuid,Manager B,2025-05-16,1.0,37,41171.0,5.92,0.213,Low,0.524,High,True,2
1547,Engineering,Engineer,Centraal,Manager G,2017-05-01,9.0,24,82852.0,4.21,0.038,Low,0.132,Low,True,5
1548,Engineering,Office Specialist,West,Manager A,2014-06-30,11.9,54,75171.0,1.33,0.139,Low,0.232,Medium,True,4
1549,Engineering,Project Lead,Oost,Manager E,2021-12-27,4.4,40,46830.0,-0.76,0.235,Low,0.154,Low,True,2
1550,Engineering,Engineer,Zuid,Manager L,2015-04-13,11.1,50,56886.0,6.37,0.01,Low,0.09,Low,True,4
1551,Engineering,Project Lead,West,Manager E,2016-05-28,9.9,47,62495.0,0.8,0.222,Low,0.256,Medium,True,5
1552,Engineering,Manager,Noord,Manager J,2024-12-13,1.4,33,30000.0,1.48,0.181,Low,0.09,Low,True,4
1553,Engineering,Field Technician,Noord,Manager B,2019-03-31,7.1,34,73364.0,1.44,0.01,Low,0.066,Low,True,3
1554,Engineering,Analyst,Oost,Manager B,2024-01-06,2.3,56,76799.0,3.06,0.01,Low,0.05,Low,True,3
1555,Engineering,Engineer,Zuid,Manager L,2025-04-10,1.1,43,79331.0,3.01,0.159,Low,0.341,Medium,True,3
1556,Engineering,Office Specialist,Centraal,Manager L,2024-10-13,1.6,37,50609.0,2.57,0.261,Low,0.401,High,True,4
1557,Engineering,Engineer,West,Manager B,2022-03-13,4.2,54,30000.0,1.74,0.01,Low,0.231,Medium,True,5
1558,Engineering,Project Lead,Centraal,Manager A,2014-01-07,12.3,25,47659.0,0.31,0.268,Low,0.143,Low,True,2
1559,Engineering,Office Specialist,Centraal,Manager D,2015-01-31,11.3,34,68477.0,3.77,0.026,Low,0.122,Low,True,3
1560,Engineering,Manager,Oost,Manager B,2022-08-30,3.7,52,70077.0,0.05,0.282,Low,0.146,Low,True,5
1561,Engineering,Project Lead,Oost,Manager K,2019-06-27,6.9,43,50206.0,3.26,0.01,Low,0.064,Low,True,3
1562,Engineering,Manager,Centraal,Manager F,2012-10-22,13.5,56,54470.0,2.07,0.01,Low,0.051,Low,True,3
1563,Engineering,Engineer,Zuid,Manager C,2025-03-10,1.2,22,49522.0,5.57,0.396,Medium,0.157,Low,True,2
1564,Engineering,Field Technician,West,Manager C,2022-05-03,4.0,53,73248.0,2.9,0.01,Low,0.126,Low,True,3
1565,Engineering,Analyst,Centraal,Manager F,2023-08-19,2.7,54,55327.0,0.89,0.357,Medium,0.291,Medium,True,2
1566,Engineering,Office Specialist,West,Manager G,2013-11-18,12.5,59,68340.0,3.15,0.078,Low,0.14,Low,True,1
1567,Engineering,Analyst,Zuid,Manager C,2014-12-25,11.4,51,62729.0,3.31,0.01,Low,0.033,Low,True,3
1568,Engineering,Analyst,Zuid,Manager F,2019-01-02,7.3,41,47490.0,-1.05,0.184,Low,0.104,Low,True,4
1569,Engineering,Field Technician,Oost,Manager D,2019-03-05,7.2,24,52341.0,0.12,0.228,Low,0.449,High,True,4
1570,Engineering,Engineer,West,Manager F,2013-02-16,13.2,35,53303.0,7.15,0.01,Low,0.077,Low,True,3
1571,Engineering,Field Technician,West,Manager C,2018-04-30,8.0,24,66416.0,-0.49,0.396,Medium,0.115,Low,True,3
1572,Engineering,Project Lead,Oost,Manager K,2024-10-21,1.5,42,56334.0,2.44,0.111,Low,0.095,Low,True,5
1573,Engineering,Field Technician,Zuid,Manager F,2021-12-03,4.4,40,66680.0,4.25,0.04,Low,0.224,Medium,True,1
1574,Engineering,Office Specialist,Zuid,Manager B,2021-03-05,5.2,37,39600.0,7.29,0.01,Low,0.171,Low,True,4
1575,Engineering,Manager,Noord,Manager B,2023-12-16,2.4,50,53317.0,3.91,0.025,Low,0.151,Low,False,3
1576,Engineering,Engineer,Oost,Manager J,2017-10-14,8.6,24,68182.0,7.12,0.01,Low,0.095,Low,False,3
1577,Engineering,Office Specialist,Zuid,Manager J,2025-06-23,0.9,23,72738.0,5.03,0.272,Low,0.572,High,True,3
1578,Engineering,Field Technician,Centraal,Manager K,2016-09-01,9.7,42,64711.0,3.66,0.01,Low,0.404,High,True,4
1579,Engineering,Engineer,Oost,Manager J,2025-09-26,0.6,25,73429.0,4.86,0.209,Low,0.032,Low,True,4
1580,Safety & Compliance,Manager,Zuid,Manager H,2022-04-17,4.1,46,60250.0,4.53,0.01,Low,0.127,Low,True,4
1581,Safety & Compliance,Field Technician,Zuid,Manager C,2014-11-01,11.5,55,76601.0,2.86,0.01,Low,0.253,Medium,True,2
1582,Safety & Compliance,Engineer,Zuid,Manager E,2013-08-05,12.8,46,58121.0,2.2,0.058,Low,0.065,Low,True,2
1583,Safety & Compliance,Project Lead,Centraal,Manager H,2022-06-17,3.9,58,51290.0,2.13,0.146,Low,0.216,Medium,True,3
1584,Safety & Compliance,Office Specialist,Zuid,Manager J,2020-11-29,5.4,31,49151.0,1.42,0.11,Low,0.207,Medium,True,5
1585,Safety & Compliance,Project Lead,Centraal,Manager K,2014-08-26,11.7,27,30872.0,3.61,0.195,Low,0.042,Low,True,1
1586,Safety & Compliance,Field Technician,Noord,Manager H,2023-11-26,2.4,44,49200.0,5.13,0.01,Low,0.376,Medium,True,4
1587,Safety & Compliance,Project Lead,Oost,Manager K,2017-12-26,8.4,58,73615.0,4.76,0.012,Low,0.135,Low,True,1
1588,Safety & Compliance,Engineer,Zuid,Manager L,2015-12-02,10.4,37,75405.0,4.68,0.048,Low,0.218,Medium,True,4
1589,Safety & Compliance,Analyst,Oost,Manager I,2025-12-31,0.3,33,43289.0,4.32,0.121,Low,0.152,Low,True,4
1590,Safety & Compliance,Engineer,Oost,Manager L,2025-02-28,1.2,39,60703.0,4.89,0.179,Low,0.372,Medium,True,2
1591,Safety & Compliance,Project Lead,Centraal,Manager C,2013-11-03,12.5,45,51634.0,0.19,0.297,Low,0.401,High,True,3
1592,Safety & Compliance,Analyst,Noord,Manager J,2022-08-02,3.8,29,39930.0,2.01,0.021,Low,0.174,Low,False,4
1593,Safety & Compliance,Project Lead,Zuid,Manager D,2015-12-03,10.4,29,80716.0,2.06,0.113,Low,0.522,High,True,2
1594,Safety & Compliance,Project Lead,Centraal,Manager E,2021-05-15,5.0,45,43425.0,2.27,0.01,Low,0.258,Medium,True,2
1595,Safety & Compliance,Engineer,Oost,Manager B,2014-01-16,12.3,52,72637.0,1.76,0.01,Low,0.125,Low,True,4
1596,Safety & Compliance,Analyst,Noord,Manager L,2012-11-16,13.5,52,30000.0,3.89,0.01,Low,0.328,Medium,True,4
1597,Safety & Compliance,Analyst,Centraal,Manager F,2015-08-08,10.8,57,40286.0,7.39,0.011,Low,0.488,High,True,3
1598,Safety & Compliance,Office Specialist,West,Manager L,2016-03-08,10.2,22,52297.0,4.47,0.161,Low,0.14,Low,True,4
1599,Safety & Compliance,Analyst,Noord,Manager F,2024-05-12,2.0,57,65972.0,0.86,0.296,Low,0.279,Medium,True,3
1600,Safety & Compliance,Project Lead,Noord,Manager H,2021-03-23,5.1,49,54502.0,0.52,0.174,Low,0.136,Low,True,4
1601,Safety & Compliance,Field Technician,Centraal,Manager G,2022-01-17,4.3,36,39769.0,6.07,0.087,Low,0.299,Medium,True,4
1602,Safety & Compliance,Project Lead,Oost,Manager F,2025-10-14,0.6,27,56621.0,3.52,0.388,Medium,0.301,Medium,True,5
1603,Safety & Compliance,Analyst,Centraal,Manager K,2024-04-01,2.1,34,56074.0,3.13,0.01,Low,0.08,Low,True,4
1604,Safety & Compliance,Analyst,Zuid,Manager B,2021-07-23,4.8,27,67850.0,2.52,0.137,Low,0.404,High,True,3
1605,Safety & Compliance,Analyst,Centraal,Manager F,2016-03-31,10.1,26,54515.0,0.49,0.298,Low,0.289,Medium,False,2
1606,Safety & Compliance,Analyst,West,Manager E,2017-11-27,8.4,58,62801.0,-0.93,0.237,Low,0.384,Medium,True,4
1607,Safety & Compliance,Project Lead,West,Manager L,2017-09-02,8.7,57,71949.0,3.13,0.01,Low,0.201,Medium,True,3
1608,Safety & Compliance,Engineer,Zuid,Manager G,2018-10-21,7.5,30,56895.0,4.62,0.027,Low,0.295,Medium,False,3
1609,Safety & Compliance,Manager,Centraal,Manager I,2022-08-07,3.7,23,44426.0,0.61,0.293,Low,0.223,Medium,True,5
1610,Safety & Compliance,Manager,Zuid,Manager F,2017-05-27,8.9,26,59389.0,-0.82,0.33,Medium,0.362,Medium,True,3
1611,Safety & Compliance,Project Lead,Oost,Manager H,2013-10-29,12.5,47,74817.0,2.96,0.01,Low,0.07,Low,True,5
1612,Safety & Compliance,Manager,West,Manager B,2021-03-10,5.2,40,39392.0,5.4,0.01,Low,0.105,Low,True,3
1613,Safety & Compliance,Office Specialist,Zuid,Manager K,2018-08-21,7.7,56,61451.0,4.11,0.093,Low,0.373,Medium,True,3
1614,Safety & Compliance,Engineer,West,Manager C,2021-05-08,5.0,22,44117.0,1.18,0.156,Low,0.189,Low,True,5
1615,Safety & Compliance,Engineer,Zuid,Manager K,2019-03-13,7.2,37,54754.0,4.25,0.038,Low,0.04,Low,True,3
1616,Safety & Compliance,Manager,Centraal,Manager K,2017-04-06,9.1,38,64629.0,0.7,0.209,Low,0.402,High,True,2
1617,Safety & Compliance,Field Technician,West,Manager B,2025-10-28,0.5,60,51397.0,0.4,0.451,Medium,0.181,Low,True,5
1618,Safety & Compliance,Project Lead,Zuid,Manager H,2013-07-27,12.8,43,60715.0,3.76,0.019,Low,0.122,Low,True,4
1619,Safety & Compliance,Manager,Noord,Manager L,2017-10-04,8.6,54,68871.0,5.1,0.033,Low,0.326,Medium,True,4
